	median_Reporter intensity 1	median_Reporter intensity 2	median_Reporter intensity 3	median_Reporter intensity 4	median_Reporter intensity 5	median_Reporter intensity 6	median_Reporter intensity 7	median_Reporter intensity 8	median_Reporter intensity 9
Tb927.11.6340	0.094214849	0.103077868	0.096351894	0.11372032	0.103481554	0.121196595	0.131849568	0.117930701	0.124488602
Tb927.11.6350	0.12087677	0.111052065	0.111918827	0.111403943	0.112569213	0.10909424	0.108273151	0.108619392	0.109551015
Tb927.11.6360	0.101736241	0.109800662	0.113352682	0.113885324	0.113193276	0.113442916	0.110564017	0.110455136	0.113577114
Tb927.11.6370	0.118728495	0.112429413	0.109310449	0.10799869	0.110013038	0.112208307	0.111081867	0.109914627	0.1078351
Tb927.11.6390	0.104989534	0.111108163	0.112405413	0.111848945	0.109200583	0.113684528	0.114324937	0.108330982	0.113500075
Tb927.11.640	0.092906492	0.093741697	0.106889944	0.110055689	0.119172543	0.114576119	0.11730297	0.125546048	0.117539634
Tb927.11.6400	0.099753827	0.110332337	0.107030224	0.104500564	0.10920342	0.114432319	0.115302231	0.114041792	0.12052726
Tb927.11.6410	0.107073316	0.110071324	0.110207425	0.109467929	0.112793772	0.110872012	0.111913808	0.112338634	0.113248781
Tb927.11.6420	0.088532425	0.122879203	0.136169247	0.13298693	0.124788544	0.111736975	0.097366651	0.094093682	0.090335624
Tb927.11.6430	0.111721414	0.10075497	0.10684634	0.112366105	0.113086014	0.115432864	0.113138876	0.113674157	0.114865816
Tb927.11.6440	0.099742977	0.107965758	0.106641498	0.111827392	0.109946668	0.115747448	0.116515078	0.114681897	0.115392388
Tb927.11.6460	0.109710513	0.109744702	0.107146929	0.107627339	0.110167255	0.112141243	0.114543261	0.113072947	0.115652726
Tb927.11.6470	0.115586	0.121967637	0.118458274	0.112705363	0.112844963	0.106785532	0.103533412	0.106290844	0.104250326
Tb927.11.6490	0.115955325	0.107864891	0.108600325	0.109049107	0.110923314	0.114812176	0.111628533	0.108040113	0.11312622
Tb927.11.650	0.098288372	0.108815321	0.107583366	0.110301498	0.110707639	0.114306378	0.117699783	0.115293711	0.116174396
Tb927.11.6510;Tb927.11.6500	0.10171162	0.106504855	0.11234035	0.109953627	0.117206562	0.104998486	0.11076766	0.116440735	0.122132539
Tb927.11.6520	0.08774898	0.099881453	0.103098736	0.111097417	0.115733236	0.12481586	0.120520282	0.119475765	0.119072739
Tb927.11.6530	0.108389937	0.110119437	0.104363332	0.106603826	0.105200928	0.113693325	0.11703861	0.114112225	0.119847424
Tb927.11.6540	0.11216095	0.117137395	0.113347386	0.108204485	0.108056702	0.110149875	0.113128961	0.106194517	0.112809089
Tb927.11.6560	0.095376337	0.095101762	0.102373055	0.105952054	0.120253972	0.122916849	0.122010264	0.116677193	0.116464653
Tb927.11.6570	0.111227179	0.114465651	0.112992538	0.112622569	0.113029745	0.108386785	0.110701403	0.115289484	0.109082173
Tb927.11.6580;Tb11.v5.0647	0.112071522	0.108267485	0.109211622	0.108007058	0.108329947	0.110652718	0.108200751	0.111848788	0.114565207
Tb927.11.6590;Tb11.v5.0360	0.111022056	0.111272555	0.109632013	0.110452703	0.108498439	0.112011629	0.115975694	0.109432096	0.111728478
Tb927.11.660	0.12022099	0.1063085	0.107664364	0.109086909	0.112095381	0.108335687	0.113088521	0.105876394	0.111076458
Tb927.11.6610	0.112098142	0.111491899	0.111481866	0.109865744	0.11017226	0.110127783	0.109785308	0.109587562	0.112252443
Tb927.11.6630	0.114843436	0.115105326	0.108822044	0.108426175	0.107889109	0.109995239	0.113567877	0.111925686	0.112149668
Tb927.11.6660	0.106598977	0.111660593	0.109906313	0.111298935	0.112472298	0.110818972	0.111146601	0.110248446	0.115574044
Tb927.11.6670	0.110772613	0.107748629	0.111831364	0.107451685	0.112938648	0.110313707	0.113850651	0.111094733	0.111134375
Tb927.11.670	0.121588213	0.100676904	0.105933296	0.110020764	0.115238771	0.116351012	0.116587087	0.099953116	0.113650846
Tb927.11.6700	0.110707504	0.110960783	0.104778579	0.113948398	0.109581346	0.113409442	0.118919666	0.11109219	0.114359112
Tb927.11.6710	0.107869526	0.110754741	0.106317739	0.110064062	0.10883985	0.113559765	0.115089339	0.110982416	0.116428581
Tb927.11.6720	0.11285846	0.110365594	0.112383418	0.110895699	0.11056992	0.110570719	0.109573268	0.111708857	0.110656803
Tb927.11.6740	0.10891093	0.112659772	0.11288266	0.110957877	0.111692969	0.110759798	0.110617195	0.111566345	0.109579265
Tb927.11.6770	0.111279914	0.111762201	0.108218783	0.114845161	0.111594759	0.111551022	0.109242773	0.112203085	0.111560598
Tb927.11.6780	0.120044559	0.115312481	0.109174935	0.108745972	0.106759198	0.10772595	0.112275133	0.108814885	0.110951314
Tb927.11.6790;REV__Tb927.11.9760	0.108329821	0.110388678	0.11050384	0.111412864	0.109813433	0.113284926	0.112669399	0.111988681	0.111013189
Tb927.11.6810;Tb11.v5.0901	0.111669355	0.113162366	0.110224634	0.111050412	0.108565668	0.109989966	0.114425899	0.113432779	0.108631637
Tb927.11.6820;Tb11.v5.0900	0.106459036	0.107513524	0.105209083	0.110789872	0.109349293	0.115432427	0.115213386	0.115540415	0.11418334
Tb927.11.6830	0.107459216	0.115954362	0.109789562	0.108406829	0.108484422	0.111952778	0.108570539	0.110470568	0.111815869
Tb927.11.6840	0.112461119	0.111871029	0.109125411	0.11198016	0.110245974	0.113589845	0.106971943	0.112538085	0.11238383
Tb927.11.6850	0.126632212	0.118644057	0.117405543	0.10719215	0.109204154	0.106726592	0.105989447	0.105356378	0.100950042
Tb927.11.6870	0.120581545	0.107302326	0.113582997	0.110110802	0.113687663	0.110713423	0.108120248	0.106519629	0.104834492
Tb927.11.6890	0.060690875	0.138005993	0.20376386	0.17756885	0.142862833	0.090700797	0.065887197	0.057378497	0.059731374
Tb927.11.6900	0.105012384	0.10608976	0.115138549	0.105091667	0.110674848	0.109701781	0.119345687	0.106077857	0.102514907
Tb927.11.6920	0.113670099	0.108227238	0.107368451	0.107280863	0.110754702	0.111271164	0.11561293	0.112299456	0.115079407
Tb927.11.6940	0.141852581	0.13866629	0.093551367	0.085548951	0.100460865	0.107249313	0.105432187	0.113993046	0.113245434
Tb927.11.6960	0.106800208	0.112393991	0.105682755	0.113207083	0.107311514	0.112726898	0.115721625	0.112255918	0.114135462
Tb927.11.6970	0.111494613	0.114498509	0.109982131	0.110200476	0.109809823	0.111467369	0.111584664	0.110203705	0.111640678
Tb927.11.6980	0.111779858	0.105932108	0.107908832	0.109864351	0.110864583	0.111269357	0.11349296	0.112743668	0.114809004
Tb927.11.700;Tb11.0860	0.104920007	0.108313025	0.106075522	0.109765624	0.112992738	0.115319626	0.11075655	0.118053009	0.113803888
Tb927.11.7020	0.108707954	0.113367933	0.109771594	0.110537012	0.1100311	0.111756506	0.111225388	0.108783503	0.115943848
Tb927.11.7030	0.110085249	0.116112594	0.110299915	0.109636961	0.110221629	0.109132122	0.114563544	0.103378772	0.117190497
Tb927.11.7040	0.104831318	0.076006802	0.128324276	0.100588613	0.13410216	0.13208681	0.121219975	0.09240853	0.110431511
Tb927.11.7050	0.089075995	0.09206465	0.09793818	0.112472344	0.115065754	0.116535562	0.132081279	0.118453136	0.129013256
Tb927.11.7060;Tb927.11.7080	0.112608969	0.114438304	0.114518621	0.110094063	0.109064432	0.109806703	0.108408909	0.108241254	0.110171779
Tb927.11.7070	0.103054137	0.111645287	0.114990107	0.113523605	0.1107753	0.11081694	0.116018015	0.111490455	0.109485781
Tb927.11.7090	0.106213843	0.105885063	0.099295472	0.109162059	0.118797294	0.116867439	0.120112964	0.112217975	0.120299115
Tb927.11.7100	0.105708626	0.104469989	0.109524907	0.111256653	0.111467921	0.112378673	0.1138156	0.114497904	0.116540329
Tb927.11.7110	0.096551483	0.108556485	0.106131519	0.116334018	0.110304771	0.113170474	0.113397496	0.11694202	0.119519147
Tb927.11.7130	0.091964928	0.098698998	0.102299696	0.116427985	0.109380955	0.119353823	0.123267933	0.11446705	0.126107079
Tb927.11.7140	0.124231925	0.113015655	0.108587223	0.105898525	0.102124678	0.101518281	0.108707805	0.112585372	0.119669574
Tb927.11.7150	0.109336857	0.107792578	0.108634688	0.111205107	0.108870903	0.113132682	0.114861963	0.113444634	0.115342918
Tb927.11.7160	0.104099092	0.114761332	0.103718678	0.109833218	0.109961566	0.113047561	0.116648174	0.11042932	0.116429436
Tb927.11.7170	0.110135375	0.110663366	0.10834699	0.110136911	0.10728852	0.11107862	0.113287911	0.112049773	0.114906354
Tb927.11.7180	0.130188391	0.119645405	0.113467991	0.108030317	0.112820355	0.107348271	0.100218233	0.107993996	0.101624848
Tb927.11.7190	0.110441922	0.109107429	0.110757912	0.111482441	0.110245266	0.111583119	0.110304108	0.109296289	0.114148075
Tb927.11.7210;Tb11.02.5050b	0.118121579	0.11370778	0.111335621	0.109350727	0.108072971	0.107257473	0.111614154	0.111679803	0.108514756
Tb927.11.7213;Tb11.02.5080b	0.109288127	0.109550393	0.110763668	0.110910855	0.113252115	0.110326371	0.112423239	0.110792817	0.111534115
Tb927.11.7214;Tb11.02.5100b	0.112776719	0.110061159	0.111177375	0.110078814	0.112128841	0.111121109	0.10864752	0.109258	0.113249932
Tb927.11.7216;Tb11.02.5110b	0.099287648	0.112030714	0.11815766	0.123446334	0.117160476	0.117918577	0.106891542	0.107635183	0.102718705
Tb927.11.7218;Tb11.02.5120b	0.113336767	0.11470066	0.112477984	0.111807569	0.109479332	0.111444845	0.105635731	0.109920898	0.10772752
Tb927.11.7240;Tb11.v5.0258	0.108551684	0.110778315	0.108775117	0.111641808	0.1115794	0.112697986	0.111404368	0.112190861	0.110567092
Tb927.11.7250;Tb11.v5.0257	0.109721135	0.113818411	0.105828778	0.113831044	0.107650874	0.112397447	0.110705927	0.114147634	0.116473595
Tb927.11.7260	0.107489606	0.111502529	0.112215871	0.114375001	0.106981459	0.115061181	0.106287527	0.115383192	0.109578539
Tb927.11.7270;Tb11.v5.0256	0.114078652	0.112319465	0.110681785	0.111743053	0.109446205	0.111373781	0.110204134	0.110360329	0.10919459
Tb927.11.7280;Tb11.v5.0255	0.102900224	0.102647582	0.109261834	0.110860435	0.112145925	0.114864413	0.117997746	0.114935634	0.121415427
Tb927.11.7290;Tb11.v5.0254	0.118326008	0.102929327	0.103643749	0.103047247	0.103703868	0.109233108	0.1118716	0.121776137	0.123157526
Tb927.11.7300;Tb11.v5.0253	0.130399544	0.115245111	0.11579947	0.108918541	0.111412544	0.1043139	0.108121409	0.111806737	0.109022627
Tb927.11.7310;Tb11.v5.0252	0.103573823	0.111777682	0.10923603	0.112150744	0.109278219	0.114690029	0.1122943	0.112458035	0.112691543
Tb927.11.7320;Tb11.v5.0251	0.103708456	0.112563371	0.11509702	0.119468515	0.110775121	0.114985612	0.107036241	0.112525615	0.102761759
Tb927.11.7340	0.130358052	0.112590707	0.118584007	0.109852697	0.114070988	0.104610405	0.100846748	0.10873291	0.10502177
Tb927.11.7350	0.118144765	0.107666679	0.110713053	0.10905207	0.113737408	0.112087389	0.111205953	0.108651509	0.108596446
Tb927.11.7370	0.106554844	0.113843462	0.110831602	0.109992425	0.112728027	0.110311206	0.110759645	0.116182492	0.11086988
Tb927.11.7380	0.118592802	0.107890134	0.108034896	0.109539305	0.108001223	0.111751588	0.111074012	0.111267417	0.112717344
Tb927.11.7390	0.12309968	0.115740164	0.11914128	0.110561934	0.111686133	0.111314957	0.110456135	0.113211037	0.099662021
Tb927.11.740	0.110840954	0.112483354	0.112876878	0.110561928	0.109636952	0.111938313	0.112290043	0.111698827	0.110396888
Tb927.11.7420	0.115336714	0.110846292	0.113548747	0.110671898	0.108720779	0.108704888	0.108445094	0.112490206	0.109665946
Tb927.11.7430	0.099663853	0.107340379	0.111015594	0.110685855	0.113041914	0.116002399	0.112809202	0.114474899	0.111696319
Tb927.11.7440	0.12424628	0.114993922	0.119355735	0.11140626	0.111758047	0.10761228	0.102203325	0.105348196	0.106832248
Tb927.11.7450;Tb11.v5.0600	0.109201056	0.113392398	0.114623179	0.113705513	0.111165343	0.111123573	0.107800394	0.109392761	0.109359837
Tb927.11.7470	0.114688363	0.1043997	0.109577129	0.11002587	0.113429032	0.110347423	0.111098727	0.112815998	0.115071781
Tb927.11.7480	0.12105977	0.110419207	0.115755415	0.108385421	0.109683206	0.107699513	0.106828516	0.109698496	0.108673553
Tb927.11.750	0.116986284	0.111088582	0.114087472	0.111998518	0.111925746	0.107621998	0.10840561	0.10828183	0.107276123
Tb927.11.7510;Tb927.11.7460	0.110843815	0.112744528	0.110874676	0.110393334	0.109468072	0.111403194	0.113969096	0.108870309	0.112016674
Tb927.11.7520	0.105781807	0.11198746	0.107510041	0.112122621	0.110896011	0.110071829	0.11442535	0.115332663	0.111385887
Tb927.11.7530	0.124247851	0.112160245	0.111137358	0.111413473	0.111325437	0.108966384	0.107040785	0.106917587	0.108667847
Tb927.11.7540	0.11220057	0.112223944	0.109657142	0.107867015	0.109247486	0.109285508	0.111713678	0.10931715	0.115370202
Tb927.11.7560	0.148166855	0.116989915	0.116143684	0.109021063	0.114127469	0.100142659	0.095046924	0.104842497	0.097281001
Tb927.11.7570	0.123254019	0.104628924	0.111568152	0.115185652	0.095451213	0.116958627	0.111874662	0.104161492	0.113775705
Tb927.11.7590	0.112680296	0.11868018	0.112080932	0.099936162	0.10382094	0.112016878	0.117177479	0.109523695	0.114083442
Tb927.11.760	0.108271288	0.109646736	0.107672776	0.110558745	0.107496282	0.112522892	0.113246276	0.112782818	0.115389459
Tb927.11.7600	0.082864402	0.09669125	0.111763057	0.117327291	0.121002132	0.122385941	0.120836894	0.112984661	0.114445413
Tb927.11.7670;Tb11.0330	0.094414808	0.101073088	0.103580158	0.108800079	0.112718332	0.117733315	0.120631541	0.120025724	0.120725358
Tb927.11.7680	0.10035843	0.115623129	0.090949269	0.100739849	0.121369646	0.134477117	0.116515593	0.096496159	0.123470793
Tb927.11.7690;Tb11.0320;Tb11.0420	0.111446976	0.106306909	0.111304944	0.108298938	0.106802956	0.109420176	0.113447163	0.111395072	0.118245544
Tb927.11.770	0.097478316	0.11359473	0.109189616	0.112815514	0.112741138	0.111730721	0.11302006	0.117038024	0.110373243
Tb927.11.7740	0.115079117	0.11273878	0.109114104	0.109754174	0.11191113	0.108868787	0.109357948	0.109549907	0.111885739
Tb927.11.7770	0.108727506	0.110990988	0.109840489	0.109826755	0.107745751	0.111109624	0.110602514	0.110542064	0.11319701
Tb927.11.7780	0.139064999	0.119220541	0.119381493	0.111736673	0.110359065	0.106342896	0.093819466	0.102695963	0.098493281
Tb927.11.7790	0.108929425	0.104960264	0.108553932	0.112307113	0.110924249	0.115592369	0.113972001	0.112353721	0.112298757
Tb927.11.7840	0.106761104	0.109050653	0.1135547	0.115276057	0.112240576	0.113824064	0.110465445	0.110330328	0.10857029
Tb927.11.7850	0.14080255	0.125122741	0.117107138	0.108827984	0.108892295	0.096438492	0.099409714	0.102240651	0.098912289
Tb927.11.7860	0.107587846	0.113376675	0.112674908	0.122946945	0.11587136	0.113771986	0.111272353	0.109543336	0.113866203
Tb927.11.7890	0.11649384	0.108461877	0.108785104	0.112399761	0.110247981	0.110094699	0.112897511	0.111565843	0.107144789
Tb927.11.7900	0.110434662	0.110991818	0.107902141	0.108919421	0.110949156	0.112423118	0.114224221	0.113107917	0.112068135
Tb927.11.7920	0.108990386	0.102178811	0.11068541	0.110770394	0.109263821	0.115858934	0.112337779	0.113717237	0.117600413
Tb927.11.7930	0.101761798	0.098586162	0.100339581	0.108831771	0.114796838	0.115899474	0.119781719	0.12146522	0.128664418
Tb927.11.7940	0.119234888	0.112432674	0.10975159	0.108872464	0.11123199	0.109267511	0.109896541	0.108421635	0.110519361
Tb927.11.7960	0.133008187	0.108494277	0.114860722	0.106479541	0.110631653	0.11046542	0.102291814	0.11058827	0.102136292
Tb927.11.800	0.108000068	0.109472059	0.111307111	0.111171034	0.110589058	0.113820171	0.110196203	0.112004326	0.114291546
Tb927.11.8010	0.12017097	0.109023141	0.104523452	0.10043451	0.112253891	0.105183456	0.112687817	0.118370626	0.117352148
Tb927.11.8030	0.107317593	0.110509722	0.105668575	0.107447216	0.10810461	0.112749126	0.11709674	0.113040675	0.116785209
Tb927.11.8040	0.101831505	0.107538614	0.107063909	0.110545687	0.110861466	0.113951008	0.118703429	0.113417626	0.11678502
Tb927.11.8050	0.116351571	0.111147184	0.114273627	0.110338317	0.113484331	0.109062572	0.10646859	0.108565697	0.107331465
Tb927.11.8060	0.113251778	0.104934475	0.108494316	0.10672066	0.114281865	0.113963084	0.117883753	0.109687523	0.111039588
Tb927.11.8070	0.093493806	0.107374003	0.107541276	0.119998375	0.112579361	0.120694303	0.113207237	0.11843528	0.106676343
Tb927.11.8080	0.100183311	0.111842359	0.108291926	0.116929428	0.109117436	0.11690571	0.112432309	0.112002906	0.113412026
Tb927.11.8090	0.11484206	0.109907307	0.11175233	0.112519339	0.112574155	0.110972624	0.108953161	0.109525812	0.110693987
Tb927.11.810	0.12430803	0.118751359	0.114727091	0.109951068	0.108883699	0.106484816	0.106558251	0.104761928	0.106877265
Tb927.11.8100	0.094522723	0.100573988	0.106681831	0.109876111	0.111607542	0.119158833	0.116835395	0.1225727	0.121689222
Tb927.11.8110	0.123863065	0.115240693	0.114029659	0.104868593	0.098169957	0.099730417	0.101520121	0.156039082	0.086538415
Tb927.11.8120	0.111685592	0.112279482	0.104893959	0.113026755	0.107660872	0.107544079	0.112485395	0.110490168	0.11130855
Tb927.11.8150;Tb11.v5.1045;Tb11.v5.1048	0.1161078	0.111186104	0.109238081	0.112011017	0.109809406	0.11141374	0.11157024	0.112373209	0.109945427
Tb927.11.8160	0.112273311	0.10762189	0.109400435	0.110750578	0.11099781	0.112131684	0.112104194	0.112184906	0.11099417
Tb927.11.8180	0.110211775	0.117170382	0.114612008	0.113031269	0.109479214	0.107319053	0.109656747	0.109351	0.111518419
Tb927.11.8190	0.104863985	0.095322023	0.105824858	0.108872736	0.114516735	0.115093759	0.119185137	0.11473255	0.121145219
Tb927.11.8200	0.111031106	0.111366143	0.107839172	0.111377853	0.109282009	0.112622571	0.110089384	0.113769802	0.111243392
Tb927.11.8210;Tb11.v5.0573;Tb11.v5.0572	0.10889217	0.11390784	0.114828463	0.109061602	0.112275715	0.111447126	0.107819301	0.109308758	0.110717827
Tb927.11.8220	0.049767476	0.061656347	0.082146133	0.104978814	0.130303931	0.143991951	0.148956036	0.14280942	0.135105497
Tb927.11.8230	0.108052637	0.112370176	0.116272296	0.113284769	0.112830401	0.109229168	0.109595461	0.105724115	0.111350474
Tb927.11.8240	0.109951106	0.105598879	0.12325298	0.117290991	0.115013419	0.10024312	0.111969801	0.106881347	0.109798359
Tb927.11.8260	0.116681918	0.114123988	0.110328317	0.109620344	0.104792042	0.108626962	0.113147304	0.108476168	0.112618227
Tb927.11.8270	0.110390505	0.109945338	0.112127052	0.113199057	0.115057957	0.110887559	0.10704451	0.109281004	0.110971067
Tb927.11.8290;Tb11.v5.1053	0.112328144	0.114163138	0.111306175	0.113453766	0.107994626	0.109639841	0.109570776	0.110890376	0.110653161
Tb927.11.830	0.08659872	0.11405198	0.110600237	0.12474754	0.10966661	0.120022006	0.112957256	0.113907903	0.11663702
Tb927.11.8300	0.11519216	0.104935735	0.10983171	0.106845772	0.112969769	0.109684243	0.111333946	0.116348225	0.110786648
Tb927.11.8310	0.114588916	0.11352335	0.110431523	0.109116733	0.109225306	0.105640805	0.107325853	0.112537011	0.109357121
Tb927.11.8320	0.116365697	0.103698273	0.112120977	0.110640692	0.115110625	0.110674543	0.10987689	0.110135832	0.110012279
Tb927.11.8350	0.100334628	0.105974977	0.105960128	0.110838283	0.110047089	0.113705978	0.118609921	0.112265275	0.115046002
Tb927.11.8370	0.033121863	0.062180141	0.093437988	0.116410661	0.132375682	0.153553733	0.152585787	0.1336868	0.113917801
Tb927.11.8380	0.117758149	0.112557407	0.111905231	0.111857751	0.111726704	0.109632594	0.114452361	0.101952298	0.107863555
Tb927.11.8390	0.105852614	0.110145637	0.110484309	0.115164078	0.112000268	0.115277771	0.111752315	0.109227755	0.110065592
Tb927.11.840.1;Tb927.11.840.2	0.117918895	0.108872465	0.111947064	0.110314091	0.113461927	0.111456983	0.104687119	0.113130956	0.106928909
Tb927.11.8410	0.106622714	0.112588802	0.110438131	0.112114389	0.113354266	0.109471543	0.115523015	0.109642083	0.112200695
Tb927.11.8420	0.110516106	0.111484614	0.122938792	0.112752845	0.109645355	0.103110685	0.103184761	0.125825528	0.100541318
Tb927.11.8430	0.111492445	0.103397667	0.102041241	0.1070628	0.107999014	0.112155458	0.117022	0.116033561	0.117679145
Tb927.11.8440	0.109419918	0.114921082	0.113529016	0.115210877	0.110484194	0.108828721	0.106358534	0.105806899	0.109056246
Tb927.11.850	0.114330256	0.111901526	0.110314513	0.10916926	0.108415774	0.111819242	0.112082475	0.112300744	0.112114753
Tb927.11.860	0.112933573	0.128560368	0.109429159	0.108461389	0.112867793	0.100987181	0.113700687	0.105202929	0.107856933
Tb927.11.870	0.113156959	0.112995956	0.11045456	0.109977616	0.108926987	0.110504252	0.1094848	0.109666445	0.113415524
Tb927.11.8700	0.108106494	0.10654414	0.107302828	0.110580542	0.110914254	0.11225262	0.115415337	0.112684394	0.114600311
Tb927.11.8730	0.109975729	0.108982463	0.112090192	0.111507422	0.115840347	0.110121551	0.111453467	0.110155918	0.111470095
Tb927.11.8760	0.10392177	0.094108027	0.101747355	0.116282809	0.107402359	0.120917132	0.127912527	0.11089296	0.116815034
Tb927.11.8770	0.105629051	0.109071585	0.109589032	0.11190714	0.110507889	0.113673203	0.111926533	0.113292238	0.113682137
Tb927.11.8780	0.12577157	0.12387777	0.128636152	0.115566655	0.11949297	0.107239729	0.082041366	0.103351042	0.090340993
Tb927.11.8790	0.103220058	0.10890471	0.106016509	0.11202875	0.11005743	0.113154057	0.108955691	0.11775267	0.11631816
Tb927.11.880	0.111226358	0.108272506	0.108768105	0.109131165	0.109737289	0.112663593	0.112225548	0.113959382	0.118301358
Tb927.11.8800	0.115250686	0.109137694	0.109121577	0.111723761	0.11068385	0.106392793	0.111389265	0.113110143	0.110051872
Tb927.11.8810	0.109495035	0.116641691	0.112145866	0.105946544	0.109686181	0.106146933	0.114403715	0.109861624	0.108696387
Tb927.11.8860	0.103365164	0.106954872	0.116087485	0.116558971	0.116248351	0.113482472	0.111376267	0.10725385	0.109935514
Tb927.11.8870	0.108244685	0.109523127	0.108728834	0.109761175	0.108115314	0.112518897	0.112979841	0.114596335	0.114555503
Tb927.11.8880	0.108856314	0.111023346	0.109602011	0.112159356	0.108391342	0.112292453	0.112669683	0.111808664	0.113199935
Tb927.11.8890	0.102376754	0.103180638	0.107134042	0.110467623	0.110141582	0.113313382	0.119977787	0.114964377	0.119169985
Tb927.11.8900	0.113287687	0.107414741	0.117779869	0.112900386	0.109422652	0.110961785	0.108633555	0.109168325	0.104498875
Tb927.11.8910	0.134667117	0.105390545	0.116823182	0.117984535	0.109957088	0.105417592	0.103455828	0.113063595	0.10597649
Tb927.11.8920	0.092795811	0.1246012	0.121554073	0.120214811	0.114809249	0.112567803	0.098450036	0.106685386	0.10627575
Tb927.11.8930	0.108765814	0.110913183	0.113555709	0.112628614	0.108004199	0.114749899	0.109575488	0.113822365	0.11232357
Tb927.11.8950	0.105667257	0.114296903	0.111403459	0.117913435	0.111106931	0.113206611	0.111357542	0.109526197	0.108724124
Tb927.11.8960	0.095966943	0.111969233	0.112551593	0.11542597	0.120214913	0.113495559	0.119298423	0.111235128	0.108725161
Tb927.11.8970	0.11872588	0.114870419	0.114737815	0.108542407	0.111153728	0.106325805	0.110028125	0.106325661	0.109397763
Tb927.11.8980	0.121470866	0.10958409	0.112230655	0.110478241	0.11111215	0.107190834	0.109175446	0.107840673	0.10977288
Tb927.11.8990	0.121015469	0.114441233	0.111520059	0.108017784	0.111686603	0.107212178	0.109216053	0.107938307	0.110239925
Tb927.11.900	0.114529092	0.114541587	0.112814855	0.111716765	0.108246565	0.110260713	0.108799793	0.108703032	0.110572649
Tb927.11.9040	0.099669045	0.108815141	0.107255673	0.111954965	0.109697526	0.114270069	0.112889861	0.115335508	0.11541397
Tb927.11.9050	0.110255884	0.112223435	0.110039637	0.1088351	0.107785809	0.112227953	0.115563921	0.10621668	0.111212916
Tb927.11.9060	0.083364606	0.115108343	0.101130228	0.106863777	0.109120289	0.119786825	0.117460556	0.116015988	0.117567857
Tb927.11.9080	0.104310618	0.110939721	0.109763094	0.113627087	0.109617635	0.114989725	0.111830447	0.114525553	0.111088323
Tb927.11.910	0.11271805	0.109211422	0.109127899	0.111657717	0.107114359	0.112122734	0.110434622	0.114725514	0.112734135
Tb927.11.9100	0.096565282	0.106213223	0.09747389	0.107628734	0.115632236	0.118498101	0.12244649	0.117316133	0.123378403
Tb927.11.9120	0.102855942	0.11330666	0.109243037	0.110428919	0.109003991	0.113819123	0.112108133	0.114529981	0.114956358
Tb927.11.9130	0.114307095	0.112446596	0.110269025	0.11337496	0.108337102	0.110956178	0.111187378	0.109800873	0.1095629
Tb927.11.9150	0.11587584	0.109248648	0.111445739	0.106087816	0.110727953	0.110739632	0.111264689	0.107629107	0.114896218
Tb927.11.9170	0.104475413	0.108708272	0.108552313	0.111068021	0.110041061	0.111542429	0.11715345	0.113792539	0.115085989
Tb927.11.9180	0.102164926	0.107760382	0.105187747	0.117415896	0.10531504	0.112406833	0.112668543	0.115412287	0.117039744
Tb927.11.9190	0.118957679	0.108008847	0.111311918	0.10819199	0.117202472	0.109918084	0.110617661	0.112170286	0.110675825
Tb927.11.9210	0.09990507	0.109447866	0.108790228	0.1137762	0.109725727	0.114754468	0.114432407	0.115643876	0.115225043
Tb927.11.9220	0.113187017	0.113671149	0.111114545	0.109858598	0.110001592	0.11129715	0.110671131	0.11065155	0.109424226
Tb927.11.9230	0.111873093	0.10457599	0.11012914	0.114201017	0.114410796	0.113126347	0.108586173	0.113110636	0.109526386
Tb927.11.9240	0.103951728	0.109811765	0.112479414	0.104232783	0.11817938	0.117633661	0.112758107	0.107653224	0.108644772
Tb927.11.9250	0.107419573	0.112576249	0.103740019	0.113031367	0.111056893	0.116139049	0.11345317	0.111844548	0.107744165
Tb927.11.9270	0.119439502	0.112998425	0.114265765	0.109739039	0.108552935	0.106291958	0.107660695	0.111002929	0.106212054
Tb927.11.9280	0.109731167	0.109643987	0.109826522	0.111668916	0.111107536	0.110801358	0.112925194	0.112092708	0.112869414
Tb927.11.9290	0.117736225	0.108271784	0.109534749	0.110376676	0.11265057	0.110833014	0.109075588	0.111907123	0.109339702
Tb927.11.9300	0.141738703	0.12366595	0.116896938	0.111544915	0.116434077	0.105447003	0.095298327	0.102880558	0.095097825
Tb927.11.9320	0.116057834	0.110298914	0.113168415	0.107009573	0.118468916	0.10355118	0.10547308	0.109862356	0.112412941
Tb927.11.9340	0.109258875	0.105017381	0.110622366	0.110240051	0.112136011	0.111094782	0.113752898	0.111258415	0.114576692
Tb927.11.9350	0.11111468	0.115989362	0.110548165	0.114344713	0.109558704	0.111419188	0.112775966	0.111303001	0.113547341
Tb927.11.9360	0.111210484	0.106947336	0.109204461	0.106690407	0.114540268	0.110926153	0.112329643	0.112807273	0.114508309
Tb927.11.9370	0.107715892	0.113658195	0.108767619	0.110585162	0.110486045	0.116348906	0.117051158	0.111759861	0.107887273
Tb927.11.940	0.112617072	0.115601301	0.109397317	0.111167483	0.109832993	0.110130954	0.113462967	0.108956754	0.11163308
Tb927.11.9400	0.115184368	0.110099113	0.109062642	0.11145431	0.109383796	0.111851336	0.112578539	0.110852868	0.110517994
Tb927.11.9420	0.114233547	0.112180043	0.112975355	0.112959038	0.110172919	0.111718125	0.109555282	0.108783351	0.109232429
